Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
0,-3.125,3.125,9.375,-6.25,-3.125,-9.375
0.02,-3.125,3.125,9.375,-9.375,-3.125,-12.5
0.04,-3.125,3.125,9.375,-6.25,-3.125,-9.375
0.06,-3.125,0,3.125,-6.25,-3.125,-9.375
0.08,-3.125,-3.125,0,-6.25,0,-9.375
0.1,-3.125,3.125,9.375,-6.25,-3.125,-9.375
0.12,-6.25,12.5,25,-9.375,-6.25,-12.5
0.14,-3.125,6.25,15.625,-9.375,-3.125,-9.375
0.16,0,3.125,9.375,-6.25,-3.125,-9.375
0.18,-3.125,15.625,25,-9.375,-6.25,-12.5
0.2,-3.125,15.625,25,-6.25,-3.125,-9.375
0.22,-3.125,12.5,21.875,-6.25,0,-12.5
0.24,-3.125,12.5,21.875,-6.25,0,-12.5
0.26,-3.125,12.5,21.875,-3.125,0,-12.5
0.28,-6.25,12.5,21.875,-6.25,0,-12.5
0.3,-6.25,12.5,21.875,-9.375,-3.125,-12.5
0.32,-6.25,15.625,25,-12.5,-3.125,-12.5
0.34,-6.25,18.75,31.25,-12.5,-3.125,-12.5
0.36,-6.25,25,34.375,-12.5,0,-15.625
0.38,-3.125,31.25,43.75,-9.375,6.25,-15.625
0.4,-6.25,31.25,40.625,-9.375,9.375,-21.875
0.42,-6.25,31.25,43.75,-3.125,12.5,-31.25
0.44,0,56.25,65.625,-12.5,28.125,-71.875
0.46,9.375,90.625,100,31.25,56.25,-256.25
0.48,-31.25,50,50,31.25,46.875,-156.25
0.5,-84.375,37.5,34.375,18.75,40.625,-81.25
0.52,-84.375,6.25,0,6.25,28.125,-31.25
0.54,-28.125,0,-6.25,-3.125,6.25,0
0.56,12.5,9.375,9.375,-6.25,-9.375,18.75
0.58,37.5,6.25,3.125,3.125,-28.125,34.375
0.6,46.875,9.375,6.25,6.25,-12.5,40.625
0.62,56.25,9.375,25,9.375,15.625,40.625
0.64,53.125,9.375,43.75,-9.375,65.625,12.5
0.66,12.5,65.625,78.125,-53.125,71.875,-21.875
0.68,-15.625,0,-9.375,-34.375,12.5,-21.875
0.7,-18.75,-9.375,-21.875,-28.125,-12.5,-9.375
0.72,-15.625,-12.5,-9.375,-21.875,-9.375,-3.125
0.74,-18.75,-6.25,-9.375,-18.75,-9.375,-3.125
0.76,-15.625,6.25,15.625,-15.625,-12.5,0
0.78,-15.625,6.25,37.5,-15.625,-12.5,3.125
0.8,-12.5,21.875,37.5,-12.5,-15.625,3.125
0.82,-9.375,31.25,46.875,-12.5,-15.625,3.125
0.84,-6.25,40.625,65.625,-15.625,-12.5,3.125
0.86,-6.25,53.125,84.375,-9.375,-18.75,0
0.88,-3.125,62.5,96.875,-3.125,-18.75,-3.125
0.9,0,62.5,100,0,-15.625,-3.125
0.92,0,59.375,93.75,0,-12.5,-3.125
0.94,0,59.375,96.875,0,-9.375,-3.125
0.96,0,56.25,87.5,0,-3.125,-3.125
0.98,3.125,34.375,56.25,0,0,0
1,3.125,3.125,12.5,0,3.125,3.125
1.02,0,0,6.25,-3.125,-3.125,0
1.04,0,31.25,56.25,-6.25,-12.5,-6.25
1.06,3.125,71.875,121.875,-9.375,-18.75,-12.5
1.08,12.5,137.5,215.625,-12.5,-18.75,-15.625
1.1,15.625,225,343.75,-18.75,-25,-28.125
1.12,18.75,331.25,493.75,-28.125,-28.125,-37.5
1.14,6.25,446.875,659.375,-37.5,-37.5,-56.25
1.16,-34.375,534.375,793.75,-46.875,-43.75,-68.75
1.18,-62.5,543.75,815.625,-46.875,-46.875,-71.875
1.2,-81.25,546.875,828.125,-53.125,-53.125,-78.125
1.22,-115.625,653.125,987.5,-78.125,-75,-103.125
1.24,-118.75,687.5,1040.625,-81.25,-68.75,-100
1.26,-106.25,659.375,1000,-78.125,-56.25,-96.875
1.28,-96.875,653.125,987.5,-78.125,-50,-96.875
1.3,-96.875,687.5,1034.375,-81.25,-50,-100
1.32,-84.375,681.25,1006.25,-75,-37.5,-93.75
1.34,-62.5,634.375,887.5,-59.375,-18.75,-81.25
1.36,-46.875,606.25,762.5,-50,-9.375,-71.875
1.38,-50,671.875,728.125,-56.25,-12.5,-78.125
1.4,-59.375,796.875,756.25,-65.625,-18.75,-87.5
1.42,-71.875,925,800,-75,-25,-96.875
1.44,-81.25,1062.5,828.125,-84.375,-31.25,-106.25
1.46,-81.25,1156.25,790.625,-81.25,-25,-103.125
1.48,-62.5,1134.375,696.875,-68.75,-6.25,-87.5
1.5,-34.375,1000,521.875,-40.625,21.875,-62.5
1.52,-6.25,865.625,315.625,-18.75,43.75,-40.625
1.54,12.5,712.5,184.375,0,59.375,-21.875
1.56,56.25,418.75,-84.375,37.5,90.625,18.75
1.58,75,175,-218.75,53.125,96.875,34.375
1.6,62.5,109.375,-146.875,40.625,78.125,25
1.62,59.375,71.875,-131.25,40.625,68.75,25
1.64,37.5,137.5,-34.375,21.875,46.875,9.375
1.66,18.75,225,93.75,6.25,31.25,-6.25
1.68,28.125,203.125,59.375,15.625,34.375,3.125
1.7,40.625,118.75,-50,31.25,46.875,18.75
1.72,68.75,-37.5,-243.75,56.25,68.75,46.875
1.74,112.5,-318.75,-534.375,93.75,96.875,84.375
1.76,206.25,-862.5,-1143.75,175,171.875,171.875
1.78,359.375,-1768.75,-2293.75,303.125,293.75,315.625
1.8,475,-2587.5,-3468.75,396.875,368.75,421.875
1.82,462.5,-2846.875,-3928.125,390.625,334.375,418.75
1.84,362.5,-2556.25,-3587.5,325,221.875,353.125
1.86,203.125,-1234.375,-3437.5,206.25,90.625,250
1.88,-21.875,153.125,-2090.625,-675,-96.875,671.875
1.9,50,-68.75,637.5,231.25,-1409.375,1090.625
1.92,1450,-743.75,1437.5,1037.5,-681.25,1671.875
1.94,-875,-2418.75,4015.625,2409.375,-2209.375,4125
1.96,390.625,-2306.25,-940.625,-306.25,712.5,1059.375
1.98,-915.625,-3406.25,-3568.75,490.625,1003.125,106.25
2,-1537.5,-1100,-1515.625,96.875,-1403.125,-312.5
2.02,-1190.625,-634.375,-971.875,12.5,-156.25,-403.125
2.04,-500,-584.375,-868.75,-9.375,200,-396.875
2.06,156.25,-150,-721.875,-71.875,100,-409.375
2.08,209.375,-96.875,409.375,-21.875,125,-893.75
2.1,87.5,1231.25,-371.875,-128.125,103.125,-1840.625
2.12,34.375,-62.5,-56.25,-121.875,31.25,-153.125
2.14,21.875,-12.5,-18.75,-106.25,25,-84.375
2.16,21.875,-21.875,40.625,-90.625,31.25,-96.875
2.18,25,-12.5,43.75,-78.125,34.375,-100
2.2,25,-12.5,46.875,-65.625,37.5,-100
2.22,21.875,12.5,34.375,-62.5,34.375,-100
2.24,18.75,-15.625,62.5,-56.25,31.25,-100
2.26,18.75,-9.375,46.875,-53.125,28.125,-96.875
2.28,18.75,-12.5,31.25,-46.875,28.125,-93.75
2.3,18.75,-21.875,15.625,-43.75,25,-93.75
2.32,18.75,-31.25,0,-37.5,25,-87.5
2.34,18.75,-40.625,-15.625,-37.5,28.125,-87.5
2.36,25,-40.625,-18.75,-34.375,25,-81.25
2.38,31.25,-40.625,-21.875,-28.125,15.625,-68.75
2.4,34.375,-50,-31.25,-25,25,-65.625
2.42,34.375,-50,-40.625,-25,28.125,-65.625
2.44,34.375,-53.125,-43.75,-21.875,28.125,-65.625
2.46,34.375,-43.75,-31.25,-18.75,28.125,-62.5
2.48,34.375,-31.25,-15.625,-15.625,28.125,-65.625
2.5,28.125,-21.875,-3.125,-21.875,25,-68.75
2.52,21.875,-6.25,15.625,-25,21.875,-75
2.54,15.625,9.375,40.625,-25,18.75,-78.125
2.56,9.375,25,65.625,-28.125,15.625,-81.25
2.58,6.25,31.25,75,-25,15.625,-78.125
2.6,34.375,-56.25,-43.75,-3.125,28.125,-53.125
2.62,40.625,-62.5,-59.375,3.125,31.25,-50
2.64,56.25,-68.75,-62.5,6.25,25,-53.125
2.66,25,-84.375,-78.125,6.25,12.5,-59.375
2.68,31.25,-65.625,-59.375,0,15.625,-59.375
2.7,15.625,-62.5,-34.375,-21.875,15.625,-65.625
2.72,31.25,-9.375,-18.75,-100,28.125,-103.125
2.74,28.125,-75,-56.25,-50,-31.25,-81.25
2.76,15.625,-81.25,-56.25,-40.625,-65.625,-71.875
2.78,-12.5,-40.625,-15.625,-43.75,-12.5,-75
2.8,-53.125,68.75,131.25,-62.5,-12.5,-84.375
2.82,-87.5,178.125,281.25,-78.125,-12.5,-81.25
2.84,21.875,-118.75,-134.375,-6.25,40.625,-46.875
2.86,15.625,-109.375,-121.875,-12.5,21.875,-59.375
2.88,-3.125,-53.125,-43.75,-25,9.375,-62.5
2.9,-18.75,-9.375,15.625,-31.25,6.25,-62.5
2.92,-25,15.625,50,-34.375,6.25,-62.5
2.94,-25,28.125,68.75,-34.375,6.25,-62.5
2.96,-28.125,56.25,106.25,-34.375,3.125,-62.5
2.98,12.5,-56.25,-53.125,-6.25,31.25,-50
3,15.625,-68.75,-71.875,-9.375,21.875,-53.125
3.02,3.125,-34.375,-25,-15.625,15.625,-53.125
3.04,-6.25,-3.125,21.875,-21.875,9.375,-53.125
3.06,0,-18.75,0,-18.75,15.625,-50
3.08,3.125,-21.875,-6.25,-15.625,12.5,-50
3.1,3.125,-21.875,-6.25,-12.5,15.625,-46.875
3.12,3.125,-21.875,-9.375,-12.5,15.625,-50
