,train_loss,valid_loss,train_acc,valid_acc
0,1.7924893102862618,1.8207205653190612,0.18636363744735718,0.15000000596046448
1,1.757943221655759,1.8875109389424325,0.22272726893424988,0.17499999701976776
2,1.6712604083798148,1.6178245790302754,0.34090909361839294,0.30000001192092896
3,1.5342824139378288,1.5168206542730331,0.3954545557498932,0.42500001192092896
4,1.4806636800820177,1.376373641192913,0.4954545497894287,0.5
5,1.4011244702745567,1.2771669421344995,0.5681818127632141,0.4749999940395355
6,1.3779249460859733,1.2046129375696182,0.5863636136054993,0.5
7,1.3023800043897196,1.142497906461358,0.6636363863945007,0.550000011920929
8,1.2827830158174038,1.0347844798117876,0.6499999761581421,0.675000011920929
9,1.2905130402608351,1.0146359350532292,0.6409090757369995,0.6499999761581421
10,1.2906288651918822,0.9828501455485821,0.6636363863945007,0.699999988079071
11,1.210195152732459,0.9595416083931922,0.7090908885002136,0.75
12,1.1335594314065847,0.8059062909334898,0.7909091114997864,0.824999988079071
13,1.1641576781868934,0.8061839375644922,0.7727272510528564,0.800000011920929
14,1.1102598272941329,0.8017707349732518,0.7454545497894287,0.800000011920929
15,1.1232403911650182,0.7136648908257485,0.7636363506317139,0.800000011920929
16,1.0828980628401041,0.6591888718307019,0.8090909123420715,0.824999988079071
17,1.0450285974212667,0.6672168895602226,0.8227272629737854,0.824999988079071
18,1.0681712107224899,0.7377180930227041,0.8409090638160706,0.7749999761581421
19,1.033111997558312,0.769665807671845,0.831818163394928,0.800000011920929
20,1.0276861551471732,0.7444561775773764,0.8227272629737854,0.75
21,1.0236417509954083,0.6700278898701072,0.831818163394928,0.824999988079071
22,0.9830826096914032,0.6370439188554883,0.7818182110786438,0.824999988079071
23,1.02839532089843,0.6406229482963681,0.8227272629737854,0.824999988079071
24,1.042567563581873,0.6464479072019458,0.8272727131843567,0.824999988079071
25,0.9878342287953604,0.5945570211857557,0.8409090638160706,0.8999999761581421
26,0.9956979446790435,0.5760868519544602,0.8363636136054993,0.8500000238418579
27,1.0069215477528897,0.5762491840869188,0.8409090638160706,0.8999999761581421
28,1.0058054068887776,0.6358746938407421,0.8181818127632141,0.8500000238418579
29,0.9872029737315394,0.5872640561312437,0.8772727251052856,0.8999999761581421
30,0.9927805006165397,0.6149909934028983,0.8636363744735718,0.8500000238418579
31,1.0165715579282153,0.5909662302583456,0.8500000238418579,0.875
32,0.9838102861053565,0.5639411369338632,0.8409090638160706,0.875
