Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
0,-3.125,-3.125,-3.125,-3.125,-6.25,-3.125
0.02,-3.125,-3.125,-3.125,-6.25,-6.25,-6.25
0.04,-6.25,-3.125,-3.125,-3.125,-6.25,-6.25
0.06,-6.25,-6.25,-3.125,-6.25,-6.25,-6.25
0.08,-3.125,-3.125,-3.125,-3.125,-6.25,-6.25
0.1,3.125,0,0,3.125,3.125,3.125
0.12,9.375,3.125,3.125,6.25,9.375,6.25
0.14,21.875,12.5,12.5,21.875,25,21.875
0.16,15.625,9.375,9.375,15.625,18.75,15.625
0.18,9.375,6.25,6.25,6.25,9.375,9.375
0.2,3.125,0,0,3.125,3.125,3.125
0.22,0,0,3.125,0,0,0
0.24,-3.125,-3.125,0,-3.125,-3.125,-3.125
0.26,-9.375,-6.25,-3.125,-9.375,-9.375,-9.375
0.28,-9.375,-6.25,-3.125,-9.375,-9.375,-9.375
0.3,-9.375,-6.25,-6.25,-9.375,-9.375,-9.375
0.32,-6.25,-6.25,-6.25,-9.375,-9.375,-6.25
0.34,-6.25,-6.25,-3.125,-6.25,-3.125,-6.25
0.36,0,-3.125,0,-3.125,0,0
0.38,0,-3.125,0,0,0,0
0.4,0,-3.125,0,-3.125,0,0
0.42,-3.125,-3.125,-3.125,-3.125,-6.25,-3.125
0.44,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125
0.46,-6.25,-6.25,-3.125,-6.25,-6.25,-6.25
0.48,-3.125,-3.125,0,-6.25,-6.25,-6.25
0.5,0,0,3.125,-3.125,-3.125,-3.125
0.52,-6.25,-3.125,-3.125,-6.25,-6.25,-6.25
0.54,-6.25,-3.125,-3.125,-3.125,-6.25,-6.25
0.56,-6.25,-3.125,-3.125,-3.125,-6.25,-6.25
0.58,-6.25,-3.125,-3.125,-6.25,-6.25,-9.375
0.6,-6.25,-3.125,-3.125,-6.25,-6.25,-9.375
0.62,-6.25,-3.125,-3.125,0,-3.125,-6.25
0.64,9.375,9.375,9.375,9.375,9.375,9.375
0.66,12.5,12.5,9.375,12.5,12.5,12.5
0.68,-9.375,-3.125,-15.625,-9.375,-9.375,-9.375
0.7,-6.25,-3.125,-9.375,-9.375,-6.25,-6.25
0.72,-3.125,0,-3.125,-6.25,-3.125,-3.125
0.74,-6.25,0,-6.25,-9.375,-6.25,-6.25
0.76,-12.5,-3.125,-9.375,-12.5,-9.375,-9.375
0.78,-9.375,-3.125,-9.375,-12.5,-9.375,-9.375
0.8,-6.25,-3.125,-6.25,-9.375,-3.125,-9.375
0.82,0,0,0,-3.125,0,0
0.84,0,0,0,-3.125,0,3.125
0.86,3.125,0,3.125,3.125,3.125,3.125
0.88,0,-3.125,0,0,0,0
0.9,3.125,0,0,0,3.125,0
0.92,6.25,3.125,6.25,3.125,6.25,6.25
0.94,6.25,6.25,6.25,6.25,9.375,6.25
0.96,9.375,6.25,9.375,6.25,12.5,6.25
0.98,12.5,9.375,12.5,9.375,12.5,9.375
1,12.5,9.375,12.5,12.5,15.625,12.5
1.02,12.5,9.375,9.375,9.375,15.625,12.5
1.04,9.375,6.25,6.25,6.25,12.5,6.25
1.06,3.125,0,3.125,3.125,3.125,3.125
1.08,12.5,3.125,9.375,9.375,12.5,-59.375
1.1,-6.25,-9.375,-6.25,-6.25,-9.375,9.375
1.12,-6.25,-9.375,-6.25,-6.25,-12.5,6.25
1.14,-9.375,-9.375,-9.375,-9.375,-12.5,6.25
1.16,-9.375,-9.375,-9.375,-9.375,-12.5,6.25
1.18,-9.375,-9.375,-9.375,-9.375,-12.5,3.125
1.2,-6.25,-9.375,-6.25,-6.25,-9.375,3.125
1.22,-3.125,-3.125,-3.125,-6.25,-3.125,-6.25
1.24,3.125,0,3.125,0,3.125,-6.25
1.26,6.25,3.125,6.25,3.125,6.25,-9.375
1.28,6.25,6.25,9.375,6.25,12.5,-3.125
1.3,12.5,9.375,15.625,9.375,15.625,-6.25
1.32,15.625,15.625,18.75,12.5,21.875,-12.5
1.34,21.875,18.75,28.125,21.875,31.25,-9.375
1.36,31.25,21.875,34.375,28.125,40.625,-9.375
1.38,59.375,62.5,78.125,46.875,90.625,-62.5
1.4,40.625,50,62.5,34.375,65.625,6.25
1.42,37.5,43.75,53.125,31.25,59.375,6.25
1.44,-18.75,6.25,3.125,-21.875,-21.875,281.25
1.46,12.5,25,31.25,15.625,28.125,81.25
1.48,-15.625,6.25,9.375,-9.375,-12.5,190.625
1.5,34.375,40.625,56.25,34.375,56.25,-25
1.52,9.375,28.125,46.875,6.25,21.875,140.625
1.54,53.125,68.75,96.875,43.75,84.375,0
1.56,71.875,87.5,125,59.375,109.375,-59.375
