Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
0,-3.125,-3.125,0,-3.125,-3.125,-3.125
0.02,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125
0.04,-3.125,-3.125,0,-3.125,-3.125,-3.125
0.06,-3.125,-3.125,0,-3.125,-3.125,-3.125
0.08,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125
0.1,-3.125,0,0,-3.125,0,-6.25
0.12,0,0,0,-3.125,0,-9.375
0.14,-3.125,-3.125,-3.125,-6.25,-6.25,-9.375
0.16,-6.25,-3.125,-3.125,-9.375,-6.25,-12.5
0.18,-6.25,-3.125,-3.125,-9.375,-6.25,-12.5
0.2,-6.25,-3.125,-3.125,-9.375,-6.25,-15.625
0.22,-9.375,-3.125,-6.25,-12.5,-9.375,-15.625
0.24,-9.375,-3.125,-3.125,-12.5,-6.25,-15.625
0.26,-9.375,-3.125,-3.125,-12.5,-6.25,-15.625
0.28,-9.375,0,-6.25,-9.375,-6.25,-15.625
0.3,-3.125,0,0,-6.25,-3.125,-12.5
0.32,-3.125,0,0,-6.25,0,-12.5
0.34,-3.125,3.125,0,-6.25,-3.125,-12.5
0.36,-3.125,0,0,-9.375,-3.125,-15.625
0.38,-6.25,0,0,-6.25,-3.125,-15.625
0.4,-6.25,0,-3.125,-6.25,-3.125,-12.5
0.42,-6.25,-3.125,-3.125,-6.25,-3.125,-9.375
0.44,-6.25,0,-3.125,-6.25,-3.125,-6.25
0.46,-6.25,-3.125,-3.125,-3.125,-3.125,-3.125
0.48,-6.25,-3.125,-3.125,0,-3.125,6.25
0.5,-9.375,-3.125,-6.25,0,-6.25,9.375
0.52,-6.25,-6.25,-6.25,-3.125,-6.25,6.25
0.54,-9.375,-9.375,-6.25,-6.25,-9.375,6.25
0.56,-9.375,-9.375,-6.25,-6.25,-9.375,6.25
0.58,-6.25,-9.375,-6.25,-6.25,-9.375,0
0.6,-6.25,-6.25,-3.125,-3.125,-6.25,-6.25
0.62,9.375,6.25,6.25,-9.375,6.25,-18.75
0.64,-6.25,-3.125,-6.25,-9.375,-9.375,0
0.66,-12.5,-9.375,-12.5,-12.5,-12.5,3.125
0.68,-9.375,-9.375,-9.375,-9.375,-9.375,6.25
0.7,-3.125,-31.25,-3.125,-3.125,-3.125,3.125
0.72,-15.625,15.625,-12.5,-12.5,-18.75,3.125
0.74,-9.375,-6.25,-6.25,-9.375,-9.375,3.125
0.76,-12.5,-9.375,-6.25,-6.25,-9.375,3.125
0.78,-9.375,-6.25,-6.25,-6.25,-9.375,0
0.8,-9.375,-3.125,-3.125,-3.125,-6.25,0
0.82,-9.375,-3.125,-3.125,0,-6.25,6.25
0.84,-12.5,-3.125,-3.125,0,-6.25,9.375
0.86,-6.25,0,0,3.125,0,9.375
0.88,3.125,-31.25,9.375,12.5,12.5,9.375
0.9,-3.125,21.875,0,3.125,0,6.25
0.92,6.25,3.125,9.375,12.5,12.5,6.25
0.94,12.5,0,12.5,12.5,18.75,0
0.96,12.5,0,9.375,12.5,12.5,0
0.98,9.375,-3.125,9.375,9.375,12.5,-3.125
1,9.375,3.125,9.375,9.375,9.375,-6.25
1.02,-3.125,40.625,0,3.125,3.125,-6.25
1.04,-3.125,15.625,3.125,3.125,3.125,-3.125
1.06,0,-3.125,0,-3.125,0,-3.125
1.08,3.125,-3.125,0,-3.125,0,-3.125
1.1,6.25,0,6.25,6.25,9.375,-3.125
1.12,9.375,6.25,6.25,6.25,12.5,-6.25
1.14,12.5,9.375,12.5,9.375,15.625,-9.375
1.16,18.75,15.625,18.75,18.75,28.125,-12.5
1.18,28.125,21.875,25,25,37.5,-15.625
1.2,37.5,31.25,37.5,34.375,50,-18.75
1.22,40.625,21.875,43.75,37.5,56.25,-18.75
1.24,43.75,25,50,46.875,65.625,-28.125
1.26,65.625,-25,75,65.625,103.125,-40.625
1.28,62.5,-25,75,62.5,96.875,-34.375
1.3,50,-9.375,62.5,43.75,75,-25
1.32,-6.25,181.25,9.375,-9.375,-6.25,-18.75
1.34,15.625,78.125,25,6.25,18.75,-12.5
1.36,25,43.75,37.5,18.75,34.375,-12.5
1.38,25,65.625,46.875,21.875,37.5,-18.75
1.4,37.5,28.125,62.5,37.5,59.375,-18.75
1.42,28.125,65.625,56.25,28.125,46.875,-18.75
1.44,34.375,40.625,68.75,34.375,56.25,-18.75
1.46,21.875,78.125,65.625,15.625,37.5,-15.625
1.48,18.75,62.5,65.625,15.625,34.375,-9.375
1.5,12.5,90.625,56.25,6.25,25,-9.375
1.52,21.875,62.5,68.75,15.625,37.5,-9.375
1.54,15.625,65.625,78.125,21.875,40.625,-12.5
1.56,6.25,103.125,75,9.375,25,-12.5
1.58,12.5,53.125,87.5,12.5,31.25,-9.375
1.6,0,78.125,75,-3.125,12.5,-3.125
1.62,3.125,40.625,78.125,-3.125,12.5,3.125
1.64,0,34.375,81.25,-3.125,9.375,3.125
1.66,-3.125,21.875,75,-6.25,6.25,12.5
1.68,-12.5,18.75,56.25,-15.625,-9.375,56.25
1.7,-3.125,9.375,62.5,-6.25,3.125,18.75
1.72,-3.125,3.125,68.75,-3.125,6.25,0
1.74,-3.125,3.125,71.875,-3.125,3.125,0
1.76,-3.125,15.625,78.125,-6.25,3.125,-3.125
1.78,-6.25,28.125,87.5,-6.25,6.25,-6.25
1.8,-9.375,37.5,106.25,-6.25,6.25,-9.375
1.82,-9.375,25,131.25,-6.25,6.25,-9.375
1.84,-6.25,3.125,140.625,-3.125,12.5,-9.375
1.86,-221.875,-100,-40.625,-218.75,-290.625,609.375
1.88,-96.875,-78.125,100,-93.75,-118.75,315.625
1.9,-12.5,-12.5,165.625,-6.25,0,3.125
1.92,-9.375,-28.125,159.375,-3.125,6.25,-12.5
1.94,-6.25,-43.75,159.375,0,6.25,-12.5
1.96,-9.375,-43.75,171.875,-3.125,6.25,-18.75
1.98,-12.5,-50,193.75,-3.125,6.25,-25
2,-9.375,-53.125,181.25,-3.125,3.125,-25
2.02,-6.25,-46.875,168.75,-3.125,6.25,-25
2.04,-6.25,-43.75,165.625,0,6.25,-34.375
2.06,0,-40.625,96.875,3.125,3.125,-18.75
2.08,6.25,-9.375,-50,3.125,-6.25,12.5
2.1,28.125,31.25,-250,18.75,-3.125,18.75
2.12,50,59.375,-571.875,25,-18.75,84.375
2.14,65.625,93.75,-887.5,25,-50,87.5
2.16,28.125,118.75,-950,-15.625,-125,-40.625
2.18,-65.625,115.625,-728.125,-68.75,-218.75,-187.5
2.2,-140.625,96.875,-459.375,-131.25,-259.375,-243.75
2.22,-178.125,62.5,-290.625,-168.75,-271.875,-118.75
2.24,25,-418.75,-9.375,43.75,40.625,15.625
2.26,-6.25,-428.125,-6.25,6.25,21.875,28.125
2.28,-87.5,-87.5,-65.625,-78.125,-103.125,6.25
2.3,-65.625,-46.875,-46.875,-65.625,-81.25,-6.25
2.32,-56.25,-37.5,-31.25,-53.125,-62.5,-15.625
2.34,-37.5,-31.25,-15.625,-40.625,-40.625,-28.125
2.36,-3.125,-9.375,18.75,-12.5,9.375,-53.125
2.38,81.25,53.125,106.25,59.375,118.75,-100
2.4,306.25,275,431.25,246.875,428.125,-246.875
2.42,300,396.875,2659.375,375,1050,-587.5
2.44,125,768.75,-2018.75,-18.75,-403.125,693.75
2.46,-421.875,331.25,-962.5,-284.375,-234.375,-659.375
2.48,-321.875,128.125,-287.5,-265.625,-478.125,-375
2.5,-240.625,9.375,-171.875,-237.5,-100,-250
2.52,3.125,-53.125,31.25,-15.625,-568.75,50
2.54,-6.25,-231.25,31.25,-21.875,-43.75,25
2.56,165.625,-762.5,171.875,153.125,262.5,9.375
2.58,-43.75,-65.625,-18.75,-53.125,-46.875,-6.25
2.6,-34.375,-6.25,-12.5,-31.25,-34.375,-9.375
2.62,-25,-3.125,-3.125,-18.75,-21.875,-6.25
2.64,-21.875,3.125,-3.125,-15.625,-18.75,-6.25
2.66,-15.625,-6.25,0,-12.5,-12.5,-6.25
2.68,-12.5,-12.5,0,-9.375,-9.375,-3.125
2.7,-12.5,0,-3.125,-9.375,-9.375,-3.125
2.72,-15.625,9.375,-3.125,-12.5,-12.5,-3.125
2.74,-15.625,9.375,-6.25,-12.5,-15.625,0
2.76,-18.75,6.25,-6.25,-15.625,-18.75,3.125
2.78,-21.875,-3.125,-9.375,-18.75,-25,3.125
2.8,-15.625,-31.25,-9.375,-15.625,-18.75,6.25
2.82,-21.875,-21.875,-12.5,-18.75,-25,6.25
2.84,-21.875,-12.5,-12.5,-21.875,-25,3.125
2.86,-18.75,-9.375,-12.5,-18.75,-21.875,3.125
2.88,-21.875,25,-15.625,-21.875,-28.125,0
2.9,-15.625,3.125,-6.25,-15.625,-18.75,-3.125
2.92,-9.375,3.125,-3.125,-12.5,-12.5,0
2.94,-9.375,0,-3.125,-9.375,-9.375,-3.125
2.96,-6.25,0,0,-6.25,-6.25,-3.125
2.98,-3.125,0,3.125,-3.125,0,-3.125
3,0,0,3.125,0,3.125,-3.125
3.02,0,0,3.125,0,3.125,-3.125
3.04,0,-12.5,6.25,3.125,3.125,-3.125
3.06,0,0,6.25,0,3.125,-3.125
3.08,3.125,0,6.25,3.125,3.125,-3.125
3.1,9.375,-21.875,12.5,9.375,12.5,0
3.12,6.25,9.375,9.375,6.25,9.375,6.25
3.14,6.25,3.125,12.5,6.25,9.375,6.25
3.16,43.75,21.875,40.625,37.5,62.5,-31.25
3.18,-46.875,68.75,-31.25,-37.5,-62.5,28.125
3.2,-9.375,-3.125,-3.125,-6.25,-9.375,6.25
3.22,12.5,-21.875,15.625,12.5,18.75,0
3.24,3.125,6.25,9.375,3.125,9.375,-6.25
3.26,9.375,0,9.375,-12.5,6.25,-3.125
3.28,0,37.5,3.125,-9.375,0,-15.625
3.3,6.25,0,9.375,6.25,9.375,-12.5
3.32,3.125,-6.25,6.25,6.25,9.375,-3.125
3.34,12.5,-25,6.25,12.5,18.75,-3.125
