Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
0,-3.125,-3.125,-3.125,-6.25,-6.25,0
0.02,-3.125,-3.125,-3.125,-6.25,-6.25,-3.125
0.04,-3.125,-3.125,-3.125,-6.25,-6.25,-3.125
0.06,-3.125,-3.125,-3.125,-6.25,-6.25,0
0.08,-3.125,-3.125,-3.125,-6.25,-6.25,-3.125
0.1,-3.125,0,0,-3.125,-3.125,0
0.12,6.25,3.125,3.125,3.125,6.25,0
0.14,6.25,6.25,6.25,3.125,6.25,-3.125
0.16,3.125,3.125,3.125,0,3.125,0
0.18,-3.125,-3.125,0,-3.125,-3.125,0
0.2,-3.125,-3.125,-3.125,-6.25,-3.125,0
0.22,-3.125,-3.125,0,-3.125,-6.25,0
0.24,-3.125,-3.125,-3.125,-6.25,-3.125,-3.125
0.26,0,0,0,-3.125,0,0
0.28,0,0,0,-3.125,0,-3.125
0.3,-3.125,-3.125,0,-3.125,-3.125,0
0.32,0,0,0,-3.125,-3.125,3.125
0.34,3.125,0,0,-3.125,0,3.125
0.36,3.125,0,3.125,0,3.125,3.125
0.38,3.125,0,3.125,0,3.125,3.125
0.4,3.125,0,3.125,0,0,3.125
0.42,3.125,0,3.125,-3.125,0,0
0.44,0,0,0,-3.125,0,0
0.46,0,0,0,-3.125,0,0
0.48,0,-3.125,0,-6.25,-3.125,0
0.5,-3.125,-3.125,-3.125,-6.25,-6.25,0
0.52,-3.125,-3.125,-3.125,-6.25,-6.25,0
0.54,-3.125,-3.125,-3.125,-6.25,-3.125,0
0.56,-3.125,-3.125,0,-9.375,-6.25,0
0.58,-3.125,-3.125,0,-6.25,-6.25,6.25
0.6,-3.125,-3.125,0,-6.25,-6.25,6.25
0.62,3.125,0,3.125,0,0,12.5
0.64,15.625,3.125,12.5,12.5,9.375,25
0.66,3.125,-6.25,0,0,-6.25,21.875
0.68,0,-3.125,0,-3.125,-6.25,9.375
0.7,3.125,-3.125,0,0,0,9.375
0.72,0,-3.125,0,-3.125,-3.125,6.25
0.74,0,0,-3.125,-6.25,-3.125,3.125
0.76,-3.125,0,-3.125,-6.25,-3.125,0
0.78,-3.125,0,-3.125,-3.125,-3.125,-3.125
0.8,-3.125,0,-3.125,-6.25,-6.25,-3.125
0.82,-6.25,0,-3.125,-6.25,-3.125,-3.125
0.84,0,0,0,-3.125,0,-3.125
0.86,0,0,0,-3.125,0,-3.125
0.88,0,0,0,-3.125,0,0
0.9,0,0,3.125,0,0,-3.125
0.92,0,3.125,3.125,0,0,-3.125
0.94,0,3.125,3.125,0,3.125,0
0.96,3.125,0,3.125,-3.125,3.125,-3.125
0.98,0,3.125,3.125,0,3.125,-3.125
1,0,3.125,3.125,-3.125,3.125,-3.125
1.02,3.125,0,3.125,0,0,0
1.04,0,0,0,-3.125,0,0
1.06,0,0,0,-6.25,-3.125,0
1.08,-3.125,-3.125,-3.125,-3.125,-3.125,3.125
1.1,-3.125,0,0,-3.125,-3.125,0
1.12,-3.125,0,0,-3.125,-3.125,0
1.14,0,0,3.125,-3.125,0,0
1.16,3.125,3.125,3.125,0,6.25,-3.125
1.18,3.125,3.125,3.125,0,3.125,-3.125
1.2,3.125,3.125,6.25,0,6.25,-3.125
1.22,6.25,6.25,6.25,3.125,9.375,-6.25
1.24,15.625,15.625,18.75,12.5,21.875,-18.75
1.26,34.375,34.375,37.5,31.25,53.125,-37.5
