,train_loss,valid_loss,train_acc,valid_acc
0,1.7928365512327715,1.7913005739450454,0.15454545617103577,0.20000000298023224
1,1.7856197454712608,1.7767592549324036,0.2454545497894287,0.2750000059604645
2,1.7572516988624225,1.673438847064972,0.30909091234207153,0.32499998807907104
3,1.6244626863436264,1.3950863465666772,0.3863636255264282,0.4749999940395355
4,1.4902584823695095,1.2462338298559188,0.48636364936828613,0.574999988079071
5,1.4256362530318174,1.1227555088698864,0.5409091114997864,0.675000011920929
6,1.3387442968108438,1.0294797413051129,0.5409091114997864,0.7250000238418579
7,1.315484135801142,1.0185369372367858,0.5863636136054993,0.675000011920929
8,1.3228840088302438,0.9966817744076252,0.5727272629737854,0.675000011920929
9,1.2855675428428432,0.9934138990938663,0.5681818127632141,0.7250000238418579
10,1.259699853306467,0.9561228010803461,0.5863636136054993,0.699999988079071
11,1.2485104084692218,0.9261632420122623,0.6090909242630005,0.699999988079071
12,1.2173552083698187,0.9396723099052906,0.6227272748947144,0.7250000238418579
13,1.2130449357357893,0.9074203006923198,0.6363636255264282,0.7250000238418579
14,1.200273415514014,0.9502664010971784,0.6318181753158569,0.7250000238418579
15,1.1860841756517237,0.9022472441196442,0.6590909361839294,0.7250000238418579
16,1.1868629396639088,0.865227998048067,0.6499999761581421,0.75
17,1.1766648045995018,0.8820041885599494,0.668181836605072,0.75
18,1.1555597962303594,0.8303027356043458,0.668181836605072,0.7749999761581421
19,1.1372070492329922,0.8244161818176508,0.6409090757369995,0.7749999761581421
20,1.1052902537313374,0.8082229025661946,0.6727272868156433,0.75
21,1.1417213447391987,0.86309878770262,0.6545454263687134,0.7250000238418579
22,1.0952980750325052,0.8313710244372488,0.6772727370262146,0.75
23,1.0718661978840829,0.8345185576938092,0.699999988079071,0.75
24,1.101528424024582,0.7851536262780427,0.699999988079071,0.75
25,1.0973951104351065,0.7984034923836589,0.6954545378684998,0.75
26,1.066462174633687,0.7949178148061037,0.668181836605072,0.75
27,1.0597674198109994,0.7458230186253786,0.7227272987365723,0.7749999761581421
28,1.0221852047199553,0.739811262767762,0.7363636493682861,0.75
29,1.0114719338376414,0.7960523570887744,0.7318181991577148,0.699999988079071
30,1.0385253654454243,0.7522855641320347,0.7090908885002136,0.75
