Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
0,0,-3.125,-3.125,-3.125,-3.125,-3.125
0.02,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125
0.04,0,-3.125,0,-3.125,-3.125,-3.125
0.06,-3.125,-3.125,-3.125,-3.125,0,-3.125
0.08,-3.125,-3.125,0,-3.125,-3.125,-3.125
0.1,-3.125,-3.125,0,-3.125,-3.125,-3.125
0.12,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125
0.14,0,-3.125,0,0,0,-3.125
0.16,-3.125,0,0,0,0,-6.25
0.18,0,3.125,-3.125,0,3.125,-6.25
0.2,-3.125,3.125,-3.125,-3.125,0,-6.25
0.22,-6.25,0,-3.125,-3.125,0,-6.25
0.24,-6.25,0,-6.25,-6.25,-3.125,-6.25
0.26,0,0,0,0,0,-6.25
0.28,3.125,0,0,3.125,3.125,-3.125
0.3,6.25,0,3.125,3.125,6.25,-3.125
0.32,6.25,-3.125,3.125,3.125,3.125,-3.125
0.34,3.125,-3.125,3.125,3.125,3.125,-3.125
0.36,3.125,-3.125,0,0,0,-3.125
0.38,0,0,3.125,0,0,-3.125
0.4,0,0,0,0,0,-3.125
0.42,3.125,0,3.125,3.125,3.125,-3.125
0.44,6.25,0,3.125,6.25,6.25,-3.125
0.46,9.375,0,6.25,6.25,6.25,0
0.48,6.25,-3.125,6.25,6.25,3.125,0
0.5,9.375,0,9.375,6.25,6.25,0
0.52,12.5,-3.125,9.375,6.25,6.25,3.125
0.54,9.375,0,6.25,6.25,3.125,0
0.56,6.25,0,3.125,3.125,3.125,0
0.58,3.125,-3.125,0,0,0,0
0.6,0,-3.125,0,-3.125,-3.125,-6.25
0.62,-3.125,-3.125,-3.125,-3.125,-3.125,-6.25
0.64,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125
0.66,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125
0.68,-3.125,-3.125,-3.125,-3.125,-3.125,0
0.7,-3.125,-3.125,0,-3.125,-3.125,3.125
0.72,3.125,0,6.25,3.125,6.25,0
0.74,9.375,6.25,12.5,6.25,9.375,-6.25
0.76,6.25,6.25,9.375,6.25,9.375,-12.5
0.78,15.625,12.5,18.75,12.5,18.75,-18.75
0.8,18.75,15.625,28.125,15.625,21.875,-18.75
0.82,18.75,15.625,28.125,18.75,21.875,-15.625
0.84,18.75,15.625,28.125,15.625,21.875,-12.5
0.86,18.75,12.5,25,15.625,18.75,-15.625
0.88,15.625,6.25,18.75,9.375,15.625,-12.5
0.9,9.375,3.125,12.5,6.25,6.25,-9.375
0.92,9.375,0,3.125,3.125,3.125,-6.25
0.94,3.125,-3.125,-3.125,0,0,-3.125
0.96,-3.125,-6.25,-6.25,-3.125,-6.25,0
0.98,-6.25,-6.25,-6.25,-3.125,-6.25,0
1,-6.25,-3.125,-6.25,-3.125,-3.125,3.125
1.02,-6.25,-6.25,-9.375,-3.125,-6.25,3.125
1.04,-6.25,-6.25,-6.25,-6.25,-6.25,3.125
1.06,-3.125,-9.375,-6.25,-3.125,-3.125,0
1.08,-9.375,9.375,-9.375,-6.25,-9.375,0
1.1,-6.25,-12.5,-3.125,0,0,0
