Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
0,-3.125,-3.125,0,-3.125,0,-6.25
0.02,-3.125,-3.125,0,-3.125,0,-6.25
0.04,-3.125,-3.125,-3.125,-3.125,0,-6.25
0.06,-3.125,-3.125,-3.125,-3.125,0,-6.25
0.08,-3.125,-3.125,0,-3.125,0,-3.125
0.1,-3.125,0,0,-3.125,0,-3.125
0.12,0,0,0,-3.125,3.125,-6.25
0.14,3.125,3.125,3.125,-12.5,3.125,-6.25
0.16,-3.125,0,0,-15.625,3.125,-9.375
0.18,-9.375,0,-3.125,-21.875,9.375,-12.5
0.2,-9.375,3.125,-3.125,-31.25,15.625,-15.625
0.22,0,12.5,6.25,-37.5,18.75,-18.75
0.24,6.25,15.625,12.5,-34.375,21.875,-18.75
0.26,-3.125,12.5,3.125,-37.5,21.875,-21.875
0.28,-9.375,6.25,-3.125,-40.625,18.75,-21.875
0.3,-9.375,6.25,-3.125,-31.25,12.5,-18.75
0.32,-3.125,6.25,0,-21.875,3.125,-15.625
0.34,0,3.125,3.125,-12.5,0,-12.5
0.36,3.125,3.125,3.125,-6.25,-3.125,-9.375
0.38,9.375,3.125,6.25,3.125,-6.25,-6.25
0.4,12.5,3.125,9.375,9.375,-9.375,0
0.42,15.625,3.125,15.625,12.5,-9.375,0
0.44,18.75,6.25,15.625,15.625,-6.25,3.125
0.46,18.75,6.25,15.625,18.75,-3.125,3.125
0.48,18.75,6.25,15.625,15.625,-3.125,3.125
0.5,9.375,3.125,9.375,9.375,-3.125,3.125
0.52,12.5,3.125,12.5,9.375,0,3.125
0.54,3.125,-3.125,0,3.125,-3.125,3.125
0.56,-3.125,-3.125,-3.125,-3.125,-3.125,-3.125
0.58,-15.625,-12.5,-12.5,-18.75,-3.125,-9.375
0.6,-9.375,-3.125,-3.125,-31.25,0,-18.75
0.62,12.5,12.5,15.625,-21.875,12.5,-25
0.64,62.5,43.75,65.625,-9.375,43.75,-46.875
0.66,81.25,53.125,93.75,18.75,75,-50
0.68,90.625,56.25,106.25,34.375,84.375,-40.625
0.7,156.25,103.125,165.625,-178.125,81.25,-28.125
0.72,53.125,34.375,65.625,-9.375,56.25,-15.625
