Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
0,-3.125,-3.125,-3.125,-6.25,-3.125,-3.125
0.02,-3.125,-3.125,-3.125,-6.25,-3.125,-3.125
0.04,-3.125,-3.125,-3.125,-9.375,-6.25,-6.25
0.06,-3.125,-3.125,-3.125,-6.25,-3.125,-3.125
0.08,-3.125,-6.25,-3.125,-3.125,-6.25,-3.125
0.1,-3.125,-3.125,0,0,0,0
0.12,-3.125,-6.25,-3.125,0,-3.125,3.125
0.14,-3.125,-6.25,-3.125,-3.125,-3.125,6.25
0.16,0,-6.25,0,0,0,3.125
0.18,-3.125,-6.25,-3.125,-3.125,-3.125,3.125
0.2,-3.125,-6.25,-3.125,-3.125,-3.125,0
0.22,-3.125,-3.125,0,-6.25,-3.125,-6.25
0.24,-3.125,0,0,-6.25,0,-12.5
0.26,0,3.125,3.125,0,3.125,-15.625
0.28,3.125,3.125,3.125,3.125,6.25,-9.375
0.3,3.125,0,3.125,3.125,3.125,-3.125
0.32,0,-3.125,0,0,3.125,3.125
0.34,0,-3.125,0,0,3.125,6.25
0.36,3.125,-3.125,0,0,3.125,3.125
0.38,3.125,0,3.125,0,3.125,0
0.4,3.125,3.125,3.125,3.125,3.125,-6.25
0.42,3.125,0,0,0,0,3.125
0.44,3.125,0,0,0,0,-3.125
0.46,0,3.125,0,-3.125,0,-3.125
0.48,0,3.125,0,-6.25,-3.125,-6.25
0.5,0,3.125,0,-9.375,-3.125,-3.125
0.52,-3.125,0,-3.125,-9.375,-6.25,-3.125
0.54,-6.25,-3.125,-6.25,-6.25,-9.375,-3.125
0.56,-9.375,-9.375,-9.375,-6.25,-12.5,-3.125
0.58,-3.125,-12.5,-6.25,-6.25,-6.25,0
0.6,9.375,-3.125,9.375,15.625,9.375,9.375
0.62,-12.5,-3.125,-6.25,-6.25,-9.375,9.375
0.64,-15.625,-3.125,-12.5,-9.375,-12.5,3.125
0.66,0,0,0,0,0,6.25
0.68,3.125,3.125,3.125,6.25,3.125,15.625
0.7,3.125,0,0,3.125,0,15.625
0.72,-3.125,-3.125,-3.125,0,-3.125,9.375
0.74,-3.125,-6.25,-6.25,-3.125,-6.25,6.25
0.76,-3.125,-3.125,-6.25,-3.125,-6.25,0
0.78,-3.125,-3.125,-6.25,-6.25,-6.25,-6.25
0.8,-3.125,-3.125,0,-3.125,-3.125,-6.25
0.82,0,0,0,-3.125,0,-6.25
0.84,0,0,0,-3.125,0,-9.375
0.86,0,0,0,-3.125,0,-15.625
0.88,0,0,3.125,0,0,-6.25
0.9,3.125,3.125,3.125,3.125,3.125,-3.125
0.92,3.125,3.125,3.125,0,3.125,-3.125
0.94,3.125,0,3.125,0,3.125,-3.125
0.96,3.125,0,3.125,3.125,6.25,0
0.98,3.125,0,3.125,0,3.125,0
1,3.125,0,3.125,0,3.125,0
1.02,0,0,0,0,0,0
1.04,0,3.125,3.125,-6.25,0,0
1.06,0,3.125,0,-15.625,-3.125,0
1.08,0,3.125,3.125,-25,-3.125,0
1.1,3.125,6.25,6.25,-9.375,3.125,-6.25
1.12,28.125,21.875,34.375,25,37.5,-18.75
1.14,50,34.375,53.125,43.75,62.5,-18.75
1.16,65.625,46.875,68.75,56.25,81.25,-21.875
1.18,90.625,62.5,96.875,75,109.375,-28.125
1.2,103.125,75,109.375,87.5,128.125,-31.25
1.22,109.375,78.125,118.75,90.625,137.5,-31.25
1.24,125,87.5,134.375,106.25,156.25,-40.625
1.26,143.75,103.125,159.375,125,187.5,-43.75
1.28,150,106.25,165.625,128.125,196.875,-40.625
1.3,140.625,100,159.375,118.75,187.5,-34.375
1.32,140.625,96.875,159.375,115.625,190.625,-37.5
1.34,159.375,109.375,181.25,128.125,215.625,-43.75
1.36,187.5,128.125,221.875,153.125,262.5,-62.5
1.38,203.125,146.875,256.25,171.875,293.75,-62.5
1.4,159.375,140.625,243.75,143.75,246.875,-40.625
1.42,103.125,134.375,228.125,103.125,181.25,-21.875
1.44,78.125,137.5,243.75,90.625,162.5,-25
1.46,96.875,143.75,296.875,96.875,184.375,-40.625
1.48,106.25,150,343.75,96.875,193.75,-40.625
1.5,62.5,131.25,300,59.375,118.75,-9.375
1.52,3.125,103.125,206.25,18.75,34.375,15.625
1.54,6.25,106.25,246.875,12.5,40.625,-6.25
1.56,46.875,134.375,400,37.5,103.125,-43.75
