,train_loss,valid_loss,train_acc,valid_acc
0,1.793211125243794,1.7864259243011475,0.15909090638160706,0.20000000298023224
1,1.7612080530686811,1.7553883627057076,0.2454545497894287,0.22499999403953552
2,1.628388451378454,1.6970676384866237,0.3636363744735718,0.3499999940395355
3,1.5494075399908152,1.594496349990368,0.44090908765792847,0.4749999940395355
4,1.4826842202381654,1.433798711746931,0.5045454502105713,0.5
5,1.4125098451294682,1.3655029833316803,0.5727272629737854,0.5249999761581421
6,1.3677155678245154,1.330397965759039,0.5772727131843567,0.5249999761581421
7,1.3291059925474904,1.3059904593974352,0.6090909242630005,0.6000000238418579
8,1.3130804306404158,1.2862719807773828,0.6409090757369995,0.550000011920929
9,1.308215802840211,1.2819853749126195,0.6181818246841431,0.574999988079071
10,1.3052808049050244,1.2396156940609218,0.6227272748947144,0.625
11,1.2730751243843275,1.2430824358016253,0.6272727251052856,0.625
12,1.2660122053867036,1.1948226567357778,0.6181818246841431,0.6499999761581421
13,1.2792709831487048,1.1617561880499125,0.6409090757369995,0.6000000238418579
14,1.2555417440831662,1.1193687623366713,0.6545454263687134,0.6000000238418579
15,1.2380665301260623,1.111896190419793,0.6409090757369995,0.6000000238418579
16,1.2387535066767172,1.1027868444100022,0.6409090757369995,0.625
17,1.1985675999386745,1.1310379508882762,0.668181836605072,0.6499999761581421
18,1.2468241506002167,1.0566679833456873,0.6363636255264282,0.625
19,1.168696950037371,1.1348162969574331,0.6954545378684998,0.6000000238418579
20,1.1748155582018873,1.0531287126243114,0.6499999761581421,0.699999988079071
21,1.1755045307630843,1.0268310982733966,0.6499999761581421,0.675000011920929
22,1.200062187727202,1.0771359749138356,0.6409090757369995,0.675000011920929
23,1.1311231493611227,0.9971442308276892,0.6909090876579285,0.675000011920929
24,1.1104132223197005,1.013547901622951,0.7227272987365723,0.6499999761581421
25,1.189608283611861,0.9454850770533085,0.6636363863945007,0.7250000238418579
26,1.121811795437878,0.9868232639506459,0.6818181872367859,0.6000000238418579
