,Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
0,1.3703280116606308e-19,-3.1271098019713097,-3.12710980197131,-3.1271098019713097,-3.1271098019713093,-3.1271098019713093,4.7000216871391156e-17
1,0.00992736372991016,-3.2642201049586315,-5.831626355031018,-3.3973343467073356,-2.671147479793989,-2.671147479793989,0.13311424174870382
2,0.023817659847137095,-3.15620841343766,-5.959715571334089,-3.067248816491884,-3.7037153119805133,-3.7037153119805133,-0.08895959694577624
3,0.03539647595631962,-3.297381504976874,-3.880895622656032,-3.123052033735428,-6.039242232250431,-6.039242232250431,-0.17432947124144602
4,0.046080510518997975,-2.71645386851446,-2.696971973901308,-3.035997364060091,-5.409527025663474,-5.404804016188637,0.3148204860707935
5,0.05813463240042109,-2.8951802828537785,-3.0552021493504555,-3.064684662565417,-3.225807797393543,-3.2231890024037866,0.1668855847218822
6,0.07015398653765885,-5.090420373530334,-3.2357416848545695,-3.539997969004236,-4.24506432360154,-4.260701739900248,-1.5478770908579988
7,0.08155207124835287,-6.208720611328658,-3.1335930258580187,-2.9300195644406104,-6.390030469073424,-6.383278806016048,-3.2799387743593216
8,0.0929544133241466,-4.334184411011622,-3.3202155474929724,-0.8942102420956932,-5.033117145090864,-4.996922687720056,-3.445317577765726
9,0.10498490565598431,-2.686319980736115,-2.6340560561799355,0.26235400099491407,-1.857457995545294,-1.8953852088694016,-2.9539035389041213
10,0.11654615691779738,-2.9692657478524818,-0.5867784254671787,0.053604156851070825,-0.1974997778961696,-0.2357744153952686,-3.0322949733822226
11,0.1280508330373057,-3.138479120748096,0.787368065630773,0.13863029656074194,0.2895699796763419,0.3837639656110239,-3.2566968472801627
12,0.13993127200336225,-3.118144535089939,0.022058260960302417,0.012208326961112093,0.013525362171594578,0.016623264265937424,-3.1295698006224453
13,0.15144487423456598,-4.699304873156569,-1.9273621070108076,-1.7114260850787362,-1.714263222451736,-1.8755964112938066,-3.0464776786654495
14,0.16319819168765257,-6.638866540263192,-3.4076864654680197,-3.4413858273802003,-3.454278633499975,-3.3525813429560727,-3.158646596742056
15,0.17471574333207662,-6.664619514482858,-3.477248664202544,-3.4186225898073883,-3.4560889225415803,-3.2545731046774944,-3.1666713485526032
16,0.18646435305110964,-5.870934645632645,-2.672474623502991,-2.900533868415303,-2.843197161500411,-3.151409342931974,-3.087910116860397
17,0.19814985710143848,-6.14301718402245,-2.9045642399724794,-3.0756391110976313,-3.0531576727259786,-3.1960557314006364,-3.115045420640988
18,0.20969718746920593,-6.566094672650572,-4.785613783134349,-3.2320371129323235,-3.2927299169667603,-2.5910019286432173,-3.166822951979959
19,0.22154450907187737,-6.229492431495599,-6.360514671285198,-3.1172995376889667,-3.140116120533582,-3.3958137064601983,-3.118859482784251
20,0.23297857900893115,-7.381256371932269,-6.436966839493979,-3.148515082740333,-4.437014793480467,-7.104299569572611,-3.093262668657436
21,0.24477010495474708,-10.9254348119861,-6.21131604948978,-3.056083021524202,-7.614581250183175,-10.306957280704122,-3.1582745332894167
