Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
0,0,-3.125,-3.125,-3.125,-3.125,-3.125
0.02,0,-3.125,-3.125,-3.125,-3.125,-3.125
0.04,0,-3.125,-6.25,-3.125,-3.125,-6.25
0.06,0,-3.125,-6.25,0,0,-6.25
0.08,0,-3.125,-3.125,0,-3.125,0
0.1,-3.125,-6.25,3.125,-3.125,-3.125,3.125
0.12,-3.125,-6.25,9.375,0,-3.125,12.5
0.14,-6.25,-6.25,9.375,-3.125,-3.125,9.375
0.16,-3.125,-6.25,3.125,-3.125,-3.125,6.25
0.18,-3.125,-3.125,0,-3.125,-3.125,0
0.2,-3.125,-3.125,-3.125,0,-3.125,-3.125
0.22,-3.125,0,-3.125,-6.25,0,-6.25
0.24,-6.25,3.125,-3.125,-12.5,0,-9.375
0.26,-6.25,0,-3.125,-12.5,-3.125,-9.375
0.28,-6.25,-3.125,12.5,0,0,12.5
0.3,-12.5,0,18.75,0,3.125,18.75
0.32,-3.125,-3.125,15.625,12.5,3.125,21.875
0.34,3.125,-6.25,6.25,15.625,0,18.75
0.36,6.25,-9.375,6.25,15.625,0,18.75
0.38,9.375,-9.375,9.375,12.5,0,18.75
0.4,12.5,-9.375,0,12.5,-3.125,12.5
0.42,12.5,-9.375,3.125,9.375,-3.125,12.5
0.44,9.375,-9.375,6.25,6.25,-3.125,12.5
0.46,6.25,-6.25,6.25,3.125,0,12.5
0.48,3.125,-3.125,12.5,-3.125,-3.125,15.625
0.5,0,0,12.5,-6.25,-3.125,12.5
0.52,-3.125,3.125,12.5,-6.25,-3.125,12.5
0.54,-6.25,3.125,9.375,-6.25,0,9.375
0.56,-6.25,3.125,6.25,-6.25,0,6.25
0.58,0,3.125,0,-3.125,0,3.125
0.6,0,3.125,3.125,-3.125,0,3.125
0.62,0,0,0,-3.125,0,3.125
0.64,3.125,3.125,3.125,-6.25,3.125,3.125
0.66,3.125,3.125,3.125,-6.25,3.125,3.125
0.68,3.125,3.125,0,-6.25,3.125,0
0.7,3.125,0,-3.125,-3.125,0,-3.125
0.72,3.125,-3.125,-3.125,0,0,-3.125
0.74,0,0,-9.375,-3.125,0,-9.375
0.76,-9.375,0,-15.625,-9.375,3.125,-15.625
0.78,-15.625,3.125,-28.125,-21.875,6.25,-28.125
0.8,-21.875,6.25,-28.125,-31.25,9.375,-31.25
0.82,0,6.25,25,-9.375,6.25,18.75
0.84,12.5,0,56.25,12.5,-6.25,56.25
0.86,18.75,-9.375,68.75,28.125,-15.625,78.125
0.88,21.875,-15.625,62.5,37.5,-18.75,81.25
0.9,25,-21.875,62.5,43.75,-25,90.625
0.92,34.375,-28.125,68.75,56.25,-31.25,103.125
0.94,34.375,-28.125,50,53.125,-31.25,90.625
0.96,28.125,-25,21.875,43.75,-25,53.125
0.98,12.5,-21.875,-18.75,25,-21.875,0
1,3.125,-18.75,-28.125,15.625,-15.625,-18.75
1.02,0,-12.5,-31.25,6.25,-9.375,-28.125
1.04,-3.125,-6.25,-28.125,3.125,-6.25,-31.25
1.06,-3.125,0,-21.875,0,-3.125,-28.125
1.08,-3.125,6.25,-9.375,-12.5,3.125,-18.75
1.1,-3.125,3.125,-46.875,-15.625,6.25,50
1.12,0,3.125,37.5,-15.625,6.25,-28.125
1.14,0,3.125,40.625,-12.5,6.25,-28.125
1.16,0,3.125,37.5,-9.375,6.25,-25
1.18,0,3.125,37.5,-6.25,6.25,-18.75
1.2,0,0,43.75,-9.375,6.25,-18.75
1.22,0,0,40.625,-6.25,6.25,-15.625
1.24,0,0,25,-3.125,3.125,-12.5
1.26,0,0,15.625,-3.125,3.125,-9.375
1.28,0,0,21.875,-3.125,3.125,-9.375
1.3,0,0,21.875,-3.125,3.125,-6.25
1.32,0,0,21.875,-3.125,3.125,-3.125
1.34,-3.125,-3.125,-100,-6.25,0,143.75
1.36,-6.25,-3.125,-153.125,-6.25,0,196.875
1.38,0,0,-6.25,-3.125,0,28.125
1.4,0,0,6.25,0,0,9.375
1.42,0,0,3.125,0,0,6.25
1.44,0,0,6.25,0,0,0
1.46,0,-3.125,-21.875,0,0,31.25
1.48,0,0,31.25,0,0,-18.75
1.5,0,-3.125,34.375,-3.125,0,-18.75
1.52,0,-3.125,59.375,-6.25,0,-18.75
1.54,-3.125,-3.125,103.125,-12.5,3.125,-25
1.56,-9.375,-3.125,200,-28.125,3.125,-37.5
1.58,-12.5,-6.25,337.5,-46.875,9.375,-53.125
1.6,-15.625,-6.25,459.375,-59.375,12.5,-65.625
1.62,-12.5,-6.25,521.875,-59.375,12.5,-65.625
1.64,-9.375,-3.125,509.375,-46.875,12.5,-56.25
