Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
0,-3.125,-6.25,6.25,-3.125,-3.125,0
0.02,-3.125,-6.25,6.25,-3.125,-3.125,0
0.04,-3.125,-6.25,6.25,-3.125,-3.125,0
0.06,-3.125,-6.25,6.25,-3.125,-3.125,0
0.08,-3.125,-6.25,9.375,0,-3.125,3.125
0.1,-3.125,-9.375,9.375,-3.125,-3.125,3.125
0.12,-6.25,-9.375,15.625,0,-3.125,3.125
0.14,-3.125,-9.375,18.75,0,-6.25,3.125
0.16,-3.125,-9.375,25,0,-6.25,3.125
0.18,-3.125,-9.375,37.5,-3.125,-6.25,-3.125
0.2,-3.125,-9.375,59.375,-6.25,-3.125,-34.375
0.22,-3.125,-6.25,50,-6.25,-3.125,-31.25
0.24,-6.25,-6.25,25,-6.25,-3.125,-9.375
0.26,-9.375,-6.25,37.5,-6.25,-3.125,-6.25
0.28,-9.375,-6.25,18.75,-3.125,-3.125,-3.125
0.3,-6.25,-6.25,15.625,0,-3.125,-3.125
0.32,-6.25,-3.125,78.125,0,0,-78.125
0.34,-3.125,-6.25,40.625,0,-3.125,-31.25
0.36,-6.25,-6.25,6.25,0,-3.125,3.125
0.38,-3.125,-9.375,3.125,0,-3.125,9.375
0.4,-3.125,-9.375,6.25,0,-6.25,9.375
0.42,-3.125,-9.375,9.375,0,-6.25,9.375
0.44,-3.125,-9.375,6.25,0,-3.125,9.375
0.46,-3.125,-9.375,6.25,0,-3.125,6.25
0.48,-3.125,-9.375,6.25,0,-6.25,6.25
0.5,0,-6.25,9.375,-3.125,-3.125,0
0.52,0,-6.25,9.375,-3.125,-3.125,3.125
0.54,-3.125,-6.25,6.25,-3.125,-3.125,3.125
0.56,-3.125,-6.25,6.25,-3.125,-3.125,0
0.58,-3.125,-6.25,6.25,-3.125,-3.125,0
0.6,-3.125,-3.125,9.375,-3.125,-3.125,0
0.62,-3.125,-3.125,9.375,-3.125,-3.125,0
0.64,-3.125,-6.25,9.375,-3.125,-3.125,0
0.66,-6.25,-9.375,9.375,-6.25,-6.25,0
0.68,-6.25,-9.375,12.5,-6.25,-6.25,0
0.7,-6.25,-9.375,12.5,-6.25,-6.25,0
0.72,0,-3.125,28.125,-3.125,-9.375,0
0.74,0,-3.125,28.125,-3.125,6.25,-3.125
0.76,-3.125,3.125,18.75,-9.375,15.625,-6.25
0.78,-3.125,6.25,18.75,-12.5,12.5,-9.375
0.8,-3.125,3.125,25,-12.5,9.375,-12.5
0.82,-6.25,0,21.875,-12.5,3.125,-9.375
0.84,-6.25,-3.125,15.625,-9.375,0,-9.375
