Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
0,0,0,-3.125,0,0,-3.125
0.02,0,-3.125,-3.125,0,-3.125,-3.125
0.04,0,-3.125,-3.125,-3.125,-3.125,-3.125
0.06,0,-3.125,-3.125,0,-3.125,-3.125
0.08,0,0,-3.125,-3.125,0,-3.125
0.1,0,-3.125,-3.125,-3.125,-3.125,0
0.12,0,-3.125,0,0,-3.125,0
0.14,0,-3.125,0,-3.125,-3.125,0
0.16,0,-3.125,3.125,-3.125,-3.125,3.125
0.18,0,-3.125,3.125,-3.125,0,3.125
0.2,0,0,0,0,0,0
0.22,0,0,0,3.125,0,-3.125
0.24,3.125,-3.125,0,6.25,3.125,0
0.26,3.125,-3.125,0,6.25,3.125,0
0.28,6.25,-3.125,3.125,12.5,3.125,3.125
0.3,6.25,-3.125,6.25,15.625,3.125,9.375
0.32,9.375,-3.125,9.375,12.5,3.125,15.625
0.34,6.25,0,12.5,12.5,3.125,15.625
0.36,6.25,0,9.375,9.375,3.125,12.5
0.38,9.375,-3.125,6.25,9.375,0,12.5
0.4,12.5,-3.125,6.25,6.25,0,9.375
0.42,15.625,-3.125,3.125,6.25,0,9.375
0.44,15.625,-3.125,3.125,6.25,0,9.375
0.46,15.625,0,6.25,3.125,0,9.375
0.48,12.5,0,6.25,3.125,0,6.25
0.5,9.375,0,3.125,0,0,3.125
0.52,3.125,3.125,0,0,0,0
0.54,0,0,0,-3.125,0,-3.125
0.56,-3.125,3.125,0,-3.125,0,-3.125
0.58,-6.25,3.125,3.125,-3.125,0,-3.125
0.6,-9.375,3.125,6.25,-3.125,0,-9.375
0.62,-9.375,3.125,28.125,-6.25,0,-31.25
0.64,-12.5,0,-21.875,-6.25,-3.125,31.25
0.66,-9.375,0,25,-3.125,-3.125,-18.75
0.68,-6.25,0,-9.375,-6.25,-3.125,31.25
0.7,-3.125,0,0,-3.125,-3.125,21.875
0.72,-3.125,-3.125,-6.25,-3.125,-3.125,31.25
0.74,0,-3.125,12.5,-3.125,-3.125,15.625
0.76,0,0,15.625,0,0,18.75
0.78,3.125,0,15.625,0,0,15.625
0.8,3.125,0,25,0,0,0
0.82,3.125,0,0,0,0,25
0.84,3.125,0,6.25,0,0,9.375
0.86,3.125,0,3.125,0,0,6.25
0.88,3.125,0,3.125,0,0,3.125
0.9,3.125,0,0,3.125,0,0
0.92,3.125,0,-12.5,0,0,-12.5
0.94,3.125,3.125,-12.5,0,3.125,-15.625
0.96,3.125,3.125,-12.5,3.125,3.125,-15.625
0.98,3.125,3.125,-15.625,0,3.125,-18.75
