Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
0,0,0,0,0,0,-3.125
0.02,0,0,0,0,0,0
0.04,0,0,0,0,0,-3.125
0.06,0,0,0,0,0,-3.125
0.08,0,0,0,0,3.125,-3.125
0.1,0,3.125,3.125,3.125,3.125,-3.125
0.12,3.125,3.125,3.125,3.125,6.25,-3.125
0.14,6.25,3.125,6.25,6.25,9.375,-3.125
0.16,12.5,9.375,9.375,12.5,15.625,0
0.18,12.5,6.25,9.375,12.5,12.5,6.25
0.2,15.625,6.25,9.375,12.5,12.5,15.625
0.22,21.875,9.375,12.5,18.75,18.75,18.75
0.24,21.875,12.5,15.625,18.75,21.875,15.625
0.26,21.875,15.625,18.75,21.875,25,9.375
0.28,18.75,15.625,15.625,15.625,21.875,-3.125
0.3,6.25,6.25,6.25,6.25,9.375,-6.25
0.32,3.125,-3.125,0,3.125,0,6.25
0.34,3.125,-3.125,0,0,0,9.375
0.36,0,-6.25,-3.125,-3.125,-3.125,12.5
0.38,3.125,-3.125,0,3.125,0,15.625
0.4,12.5,6.25,6.25,12.5,12.5,12.5
0.42,18.75,9.375,12.5,15.625,18.75,9.375
0.44,15.625,9.375,12.5,15.625,15.625,3.125
0.46,12.5,9.375,12.5,12.5,12.5,0
0.48,9.375,6.25,9.375,9.375,12.5,0
0.5,6.25,6.25,6.25,6.25,9.375,-3.125
0.52,6.25,3.125,6.25,6.25,6.25,0
0.54,9.375,6.25,9.375,9.375,12.5,-3.125
0.56,12.5,12.5,15.625,9.375,15.625,-12.5
0.58,9.375,9.375,12.5,6.25,9.375,-18.75
0.6,0,0,3.125,0,0,-12.5
0.62,-3.125,0,0,0,0,-6.25
0.64,-3.125,-3.125,0,-3.125,0,-6.25
0.66,0,0,0,0,3.125,-3.125
0.68,-6.25,0,-6.25,-3.125,-3.125,-6.25
0.7,-6.25,3.125,-6.25,-3.125,-3.125,-9.375
0.72,0,3.125,0,0,3.125,-9.375
0.74,3.125,3.125,3.125,3.125,6.25,-6.25
0.76,6.25,3.125,6.25,6.25,9.375,0
0.78,9.375,3.125,6.25,9.375,9.375,3.125
0.8,6.25,3.125,6.25,6.25,6.25,0
0.82,3.125,0,3.125,6.25,3.125,0
