,Time,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6
0,1.3703277044693312e-19,-3.1271091009559875,-6.254218201911975,3.1271091009559875,-6.549815997513452e-17,-3.1271091009559875,-6.254218201911975
1,0.0111242410870756,-3.7264656820535444,-7.192589892626241,5.2544253066818705,-0.23142514452939367,-3.4334952597503325,-6.8021765052351375
2,0.026083075104996148,-2.6501803097849597,-5.59703547141248,6.979524572606265,0.2805312017476612,-2.977322628266166,-6.061993360347344
3,0.03824640638604752,-2.9123925148276,-5.989829556214798,9.022070307206276,0.19185566431095044,-3.092185206612055,-6.287034439558147
4,0.05016528616829284,-4.038921521609802,-7.282702935098632,11.350519954422344,-1.7573916469998345,-3.1751988037575507,-5.010456930803664
5,0.06365617817380333,-2.362290152763058,-5.447843813072491,12.583617696543246,-3.384883906902634,-3.1348787516774523,-2.5755491048403125
6,0.07624510656179752,0.002777095456971251,-3.096092885704872,10.51441014260524,-3.2645354680719114,-3.1802305619710447,-2.5551605775838304
7,0.08855469212221351,-1.31643123298568,-4.465754336278538,7.388772196670386,-3.0480258579437027,-2.9061501955762794,-4.773271543501289
8,0.10162747936149763,-3.214141628549761,-6.341990402006412,10.133964406143988,-3.115668415033457,-3.260171392416657,-6.356371919424633
9,0.11423105978438554,-2.9236491531587596,-6.073554831498596,18.440505308066985,-2.9285965263706917,-5.246248227963833,-6.4355934802829236
10,0.1268089711945909,-4.166365002067132,-7.243251596206742,24.836247785356083,-3.913278175923449,-6.988315682961793,-6.099074695241256
11,0.13968660067796976,-6.237789525989563,-9.359550052920184,28.071593574774322,-6.193778129810828,-6.309985528065813,-6.244211146174238
12,0.1522472197924785,-4.758291719433103,-8.005162283018441,28.40934365446658,-7.044170030246329,-4.136222412483017,-6.429059123049737
13,0.1649998795529145,-2.5198121757000282,-5.51829169652622,21.203042721101284,-5.4126910824637875,-2.800717950468194,-6.0971841568794
14,0.1776928045730412,-2.945447007261712,-5.978517976509887,10.721718519781362,-3.3611194090854153,-3.01184004154861,-6.150856329176597
15,0.19031080351452373,-3.353724683298875,-6.901364036999829,6.430265330167475,-2.8350565656942486,-3.4119777318852873,-6.694663506664049
16,0.20315688361858986,-3.211463970714681,-5.948255071036177,6.345393180343956,-3.1196311181661756,-2.9842278036505663,-5.8591332257807744
17,0.21571960630975312,-5.196881354790679,-5.758376413161667,9.523847683900238,-1.3178042099497396,-2.90121954722234,-3.6908559778263994
18,0.2284070466447775,-8.149184392828474,-7.716081630426061,21.07843070115807,3.129135912495486,-3.5982982158574366,-2.674536514343938
19,0.24129018974854016,-9.41945548311447,-9.468433488488717,31.745764685388114,6.405239128382991,-2.9762086998680806,-3.182504351555316
20,0.2537512379040411,-9.42012953936603,-9.572070223110114,29.14637448801634,6.463500567463076,-0.7867473234918079,-3.3305682085389265
21,0.26652149098969713,-9.378934288861954,-9.262950475866413,21.18368853322741,6.599918267892168,0.3142519056214546,-2.9295217050823297
22,0.27936438416939224,-9.385527449982087,-9.374030424459118,18.730809293085557,9.185211036861022,0.016359431169626334,-3.0971507067844124
23,0.2918036425594665,-9.26121698311597,-9.314830320648502,20.279039329152425,11.878895010956922,0.0774834678745466,-3.4429462799065758
24,0.3046557810601961,-9.693923059810706,-9.670890537990312,22.70497411388041,12.552811048188845,-0.365283539990436,-2.65908037657498
25,0.3173342219956044,-11.866336258200572,-11.862696276413551,22.59330150627603,12.466891339005395,-2.6129903221569113,-0.5344730262525385
26,0.3298811367242023,-14.6942993960275,-14.67084878245608,17.846495642398736,12.76087705349303,-4.066576626625104,1.893532407483953
27,0.34281143806157643,-15.65380276837171,-15.671728745824451,15.904675061274062,12.27058800114874,-2.731229138686965,3.304269227488384
28,0.3553196242156394,-15.49182190471269,-15.540874716753175,22.00827904705459,10.268246652343384,-2.327664158224055,3.313754041840151
29,0.3679864414167459,-16.050807625091533,-15.944768954510398,29.047012560732306,7.9607101930205,-5.1192150365479945,2.9065785793431584
30,0.3809896145897716,-15.532757205511874,-15.551434887334638,31.299601300161857,6.1511019306997285,-6.185803495622388,3.16094823230814
31,0.39333023766761016,-13.24985452141739,-13.4441572359648,31.285039380689557,4.269700651573851,-3.794758178915312,3.4843824200009657
32,0.40612119790674084,-12.42984078411759,-12.143319072702926,31.158460307244003,2.0213293665469885,-3.5703676334297096,2.365254210925595
33,0.41901961604649807,-12.607245601932268,-12.494501935137091,31.19968575095581,0.11855364811641107,-6.079617040421008,0.17022215338898256
34,0.4313730459691635,-9.617927529897875,-11.449829842666276,32.687567979307715,-0.43359275070332937,-6.667615099744459,-0.6556091765868952
35,0.4442863487402096,-4.780702028355194,-8.250702197302804,35.18291579232935,0.28410911578313874,-6.196164036317675,0.4280462421060327
36,0.4569513594072336,-3.0123502058492337,-6.295980580703244,37.103833902782085,0.30865861081447815,-6.3895464681795415,0.42265506712427486
37,0.46945258575038734,-3.68759227337627,-6.5853268893420225,38.831306573175496,-1.559291992783052,-4.937511016281701,-1.8283521365373179
38,0.4824821703160231,-2.769102359456615,-5.963460119399516,41.052213377800406,-3.3249225472086814,-2.8822779097003433,-3.192598170355446
39,0.4949088139705077,-0.5165777915960591,-3.764344991595937,43.070041462230904,-3.343034497726855,-2.8773517353948197,-2.950857333483494
40,0.5075714506660507,0.22475123626042132,-2.7799223172990173,44.739240688877096,-2.947536451172906,-3.270350993769481,-4.052084944470753
41,0.5207078383001154,0.0012843645857011443,-3.1355527941576513,46.992977504809105,-3.136265502808576,-3.1283168229872644,-6.316545313381636
42,0.5329026682764416,0.21814669879703041,-3.136769928268739,50.73132730058775,-3.221636378683254,-3.357424468385593,-8.145886869074822
43,0.5457308164133071,-0.5913984339060046,-3.193618744491942,54.825454450392066,-3.067337125847203,-2.4521603301696064,-10.61911485654349
44,0.5586578862026194,-2.843114133820731,-3.181239943502205,56.30487829076835,-3.1105698355225626,-0.21682789637280653,-12.494442290638409
45,0.5709403691966058,-4.890583904310731,-2.6678784114452427,55.72244718330714,-3.183606991696612,0.5320337482650974,-11.083077923865138
